"Titre de tracé : 20598412_B_15"
"#","Date Heure, GMT+00:00","Pres. abs., Pa (LGR S/N: 20598412, SEN S/N: 20598412, LBL: Pressure)","Temp., °C (LGR S/N: 20598412, SEN S/N: 20598412, LBL: Temperature)","Coupleur détaché (LGR S/N: 20598412)","Fin de fichier (LGR S/N: 20598412)"
65,06.07.25 12:00:00 AM,345904,4.415,,
66,06.07.25 12:15:00 AM,345848,4.415,,
67,06.07.25 12:30:00 AM,345856,4.519,,
68,06.07.25 12:45:00 AM,345856,4.519,,
69,06.07.25 01:00:00 AM,345856,4.519,,
70,06.07.25 01:15:00 AM,345911,4.519,,
71,06.07.25 01:30:00 AM,345856,4.519,,
72,06.07.25 01:45:00 AM,345911,4.519,,
73,06.07.25 02:00:00 AM,345960,4.415,,
74,06.07.25 02:15:00 AM,346023,4.519,,
75,06.07.25 02:30:00 AM,346079,4.519,,
76,06.07.25 02:45:00 AM,346135,4.519,,
77,06.07.25 03:00:00 AM,346135,4.519,,
78,06.07.25 03:15:00 AM,346191,4.519,,
79,06.07.25 03:30:00 AM,346191,4.519,,
80,06.07.25 03:45:00 AM,346359,4.519,,
81,06.07.25 04:00:00 AM,346303,4.519,,
82,06.07.25 04:15:00 AM,346415,4.519,,
83,06.07.25 04:30:00 AM,346415,4.519,,
84,06.07.25 04:45:00 AM,346463,4.415,,
85,06.07.25 05:00:00 AM,346519,4.415,,
86,06.07.25 05:15:00 AM,346574,4.415,,
87,06.07.25 05:30:00 AM,346519,4.415,,
88,06.07.25 05:45:00 AM,346638,4.519,,
89,06.07.25 06:00:00 AM,346638,4.519,,
90,06.07.25 06:15:00 AM,346694,4.519,,
91,06.07.25 06:30:00 AM,346694,4.519,,
92,06.07.25 06:45:00 AM,346694,4.519,,
93,06.07.25 07:00:00 AM,346694,4.519,,
94,06.07.25 07:15:00 AM,346750,4.519,,
95,06.07.25 07:30:00 AM,346806,4.519,,
96,06.07.25 07:45:00 AM,346806,4.519,,
97,06.07.25 08:00:00 AM,346806,4.519,,
98,06.07.25 08:15:00 AM,346806,4.519,,
99,06.07.25 08:30:00 AM,346862,4.519,,
100,06.07.25 08:45:00 AM,346806,4.519,,
101,06.07.25 09:00:00 AM,346918,4.519,,
102,06.07.25 09:15:00 AM,346925,4.623,,
103,06.07.25 09:30:00 AM,346974,4.519,,
104,06.07.25 09:45:00 AM,347029,4.519,,
105,06.07.25 10:00:00 AM,347085,4.519,,
106,06.07.25 10:15:00 AM,347029,4.519,,
107,06.07.25 10:30:00 AM,347141,4.519,,
108,06.07.25 10:45:00 AM,347197,4.519,,
109,06.07.25 11:00:00 AM,347197,4.519,,
110,06.07.25 11:15:00 AM,347253,4.519,,
111,06.07.25 11:30:00 AM,347253,4.519,,
112,06.07.25 11:45:00 AM,347301,4.415,,
113,06.07.25 12:00:00 PM,347301,4.415,,
114,06.07.25 12:15:00 PM,347301,4.415,,
115,06.07.25 12:30:00 PM,347365,4.519,,
116,06.07.25 12:45:00 PM,347309,4.519,,
117,06.07.25 01:00:00 PM,347357,4.415,,
118,06.07.25 01:15:00 PM,347357,4.415,,
119,06.07.25 01:30:00 PM,347421,4.519,,
120,06.07.25 01:45:00 PM,347421,4.519,,
121,06.07.25 02:00:00 PM,347421,4.519,,
122,06.07.25 02:15:00 PM,347477,4.519,,
123,06.07.25 02:30:00 PM,347532,4.519,,
124,06.07.25 02:45:00 PM,347484,4.623,,
125,06.07.25 03:00:00 PM,347477,4.519,,
126,06.07.25 03:15:00 PM,347532,4.519,,
127,06.07.25 03:30:00 PM,347588,4.519,,
128,06.07.25 03:45:00 PM,347588,4.519,,
129,06.07.25 04:00:00 PM,347588,4.519,,
130,06.07.25 04:15:00 PM,347588,4.519,,
131,06.07.25 04:30:00 PM,347644,4.519,,
132,06.07.25 04:45:00 PM,347532,4.519,,
133,06.07.25 05:00:00 PM,347588,4.519,,
134,06.07.25 05:15:00 PM,347644,4.519,,
135,06.07.25 05:30:00 PM,347644,4.519,,
136,06.07.25 05:45:00 PM,347756,4.519,,
137,06.07.25 06:00:00 PM,347756,4.519,,
138,06.07.25 06:15:00 PM,347756,4.519,,
139,06.07.25 06:30:00 PM,347756,4.519,,
140,06.07.25 06:45:00 PM,347812,4.519,,
141,06.07.25 07:00:00 PM,347812,4.519,,
142,06.07.25 07:15:00 PM,347812,4.519,,
143,06.07.25 07:30:00 PM,347812,4.519,,
144,06.07.25 07:45:00 PM,347812,4.519,,
145,06.07.25 08:00:00 PM,347804,4.415,,
146,06.07.25 08:15:00 PM,347916,4.415,,
147,06.07.25 08:30:00 PM,347804,4.415,,
148,06.07.25 08:45:00 PM,347860,4.415,,
149,06.07.25 09:00:00 PM,347860,4.415,,
150,06.07.25 09:15:00 PM,347868,4.519,,
151,06.07.25 09:30:00 PM,347868,4.519,,
152,06.07.25 09:45:00 PM,347868,4.519,,
153,06.07.25 10:00:00 PM,347924,4.519,,
154,06.07.25 10:15:00 PM,347924,4.519,,
155,06.07.25 10:30:00 PM,347980,4.519,,
156,06.07.25 10:45:00 PM,347980,4.519,,
157,06.07.25 11:00:00 PM,347980,4.519,,
158,06.07.25 11:15:00 PM,347980,4.519,,
159,06.07.25 11:30:00 PM,347980,4.519,,
160,06.07.25 11:45:00 PM,348036,4.519,,
161,06.08.25 12:00:00 AM,348036,4.519,,
162,06.08.25 12:15:00 AM,348091,4.519,,
163,06.08.25 12:30:00 AM,348036,4.519,,
164,06.08.25 12:45:00 AM,348036,4.519,,
165,06.08.25 01:00:00 AM,348036,4.519,,
166,06.08.25 01:15:00 AM,348091,4.519,,
167,06.08.25 01:30:00 AM,348091,4.519,,
168,06.08.25 01:45:00 AM,348147,4.519,,
169,06.08.25 02:00:00 AM,348036,4.519,,
170,06.08.25 02:15:00 AM,348147,4.519,,
171,06.08.25 02:30:00 AM,348147,4.519,,
172,06.08.25 02:45:00 AM,348203,4.519,,
173,06.08.25 03:00:00 AM,348259,4.519,,
174,06.08.25 03:15:00 AM,348203,4.519,,
175,06.08.25 03:30:00 AM,348259,4.519,,
176,06.08.25 03:45:00 AM,348259,4.519,,
177,06.08.25 04:00:00 AM,348259,4.519,,
178,06.08.25 04:15:00 AM,348315,4.519,,
179,06.08.25 04:30:00 AM,348315,4.519,,
180,06.08.25 04:45:00 AM,348315,4.519,,
181,06.08.25 05:00:00 AM,348315,4.519,,
182,06.08.25 05:15:00 AM,348315,4.519,,
183,06.08.25 05:30:00 AM,348483,4.519,,
184,06.08.25 05:45:00 AM,348483,4.519,,
185,06.08.25 06:00:00 AM,348427,4.519,,
186,06.08.25 06:15:00 AM,348427,4.519,,
187,06.08.25 06:30:00 AM,348483,4.519,,
188,06.08.25 06:45:00 AM,348427,4.519,,
189,06.08.25 07:00:00 AM,348427,4.519,,
190,06.08.25 07:15:00 AM,348427,4.519,,
191,06.08.25 07:30:00 AM,348427,4.519,,
192,06.08.25 07:45:00 AM,348539,4.519,,
193,06.08.25 08:00:00 AM,348483,4.519,,
194,06.08.25 08:15:00 AM,348483,4.519,,
195,06.08.25 08:30:00 AM,348539,4.519,,
196,06.08.25 08:45:00 AM,348539,4.519,,
197,06.08.25 09:00:00 AM,348539,4.519,,
198,06.08.25 09:15:00 AM,348595,4.519,,
199,06.08.25 09:30:00 AM,348539,4.519,,
200,06.08.25 09:45:00 AM,348595,4.519,,
201,06.08.25 10:00:00 AM,348595,4.519,,
202,06.08.25 10:15:00 AM,348650,4.519,,
203,06.08.25 10:30:00 AM,348650,4.519,,
204,06.08.25 10:45:00 AM,348650,4.519,,
205,06.08.25 11:00:00 AM,348706,4.519,,
206,06.08.25 11:15:00 AM,348650,4.519,,
207,06.08.25 11:30:00 AM,348706,4.519,,
208,06.08.25 11:45:00 AM,348650,4.519,,
209,06.08.25 12:00:00 PM,348650,4.519,,
210,06.08.25 12:15:00 PM,348658,4.623,,
211,06.08.25 12:30:00 PM,348650,4.519,,
212,06.08.25 12:45:00 PM,348658,4.623,,
213,06.08.25 01:00:00 PM,348770,4.623,,
214,06.08.25 01:15:00 PM,348770,4.623,,
215,06.08.25 01:30:00 PM,348706,4.519,,
216,06.08.25 01:45:00 PM,348706,4.519,,
217,06.08.25 02:00:00 PM,348706,4.519,,
218,06.08.25 02:15:00 PM,348706,4.519,,
219,06.08.25 02:30:00 PM,348706,4.519,,
220,06.08.25 02:45:00 PM,348706,4.519,,
221,06.08.25 03:00:00 PM,348706,4.519,,
222,06.08.25 03:15:00 PM,348762,4.519,,
223,06.08.25 03:30:00 PM,348699,4.415,,
224,06.08.25 03:45:00 PM,348810,4.415,,
225,06.08.25 04:00:00 PM,348762,4.519,,
226,06.08.25 04:15:00 PM,348754,4.415,,
227,06.08.25 04:30:00 PM,348810,4.415,,
228,06.08.25 04:45:00 PM,348874,4.519,,
229,06.08.25 05:00:00 PM,348818,4.519,,
230,06.08.25 05:15:00 PM,348826,4.623,,
231,06.08.25 05:30:00 PM,348770,4.623,,
232,06.08.25 05:45:00 PM,348826,4.623,,
233,06.08.25 06:00:00 PM,348826,4.623,,
234,06.08.25 06:15:00 PM,348770,4.623,,
235,06.08.25 06:30:00 PM,348882,4.623,,
236,06.08.25 06:45:00 PM,348826,4.623,,
237,06.08.25 07:00:00 PM,348874,4.519,,
238,06.08.25 07:15:00 PM,348866,4.415,,
239,06.08.25 07:30:00 PM,348922,4.415,,
240,06.08.25 07:45:00 PM,348874,4.519,,
241,06.08.25 08:00:00 PM,348874,4.519,,
242,06.08.25 08:15:00 PM,348930,4.519,,
243,06.08.25 08:30:00 PM,348882,4.623,,
244,06.08.25 08:45:00 PM,348874,4.519,,
245,06.08.25 09:00:00 PM,348874,4.519,,
246,06.08.25 09:15:00 PM,348818,4.519,,
247,06.08.25 09:30:00 PM,348874,4.519,,
248,06.08.25 09:45:00 PM,348818,4.519,,
249,06.08.25 10:00:00 PM,348874,4.519,,
250,06.08.25 10:15:00 PM,348818,4.519,,
251,06.08.25 10:30:00 PM,348874,4.519,,
252,06.08.25 10:45:00 PM,348874,4.519,,
253,06.08.25 11:00:00 PM,348818,4.519,,
254,06.08.25 11:15:00 PM,348810,4.415,,
255,06.08.25 11:30:00 PM,348810,4.415,,
256,06.08.25 11:45:00 PM,348874,4.519,,
257,06.09.25 12:00:00 AM,348874,4.519,,
258,06.09.25 12:15:00 AM,348818,4.519,,
259,06.09.25 12:30:00 AM,348874,4.519,,
260,06.09.25 12:45:00 AM,348818,4.519,,
261,06.09.25 01:00:00 AM,348818,4.519,,
262,06.09.25 01:15:00 AM,348874,4.519,,
263,06.09.25 01:30:00 AM,348818,4.519,,
264,06.09.25 01:45:00 AM,348826,4.623,,
265,06.09.25 02:00:00 AM,348882,4.623,,
266,06.09.25 02:15:00 AM,348770,4.623,,
267,06.09.25 02:30:00 AM,348882,4.623,,
268,06.09.25 02:45:00 AM,348826,4.623,,
269,06.09.25 03:00:00 AM,348818,4.519,,
270,06.09.25 03:15:00 AM,348818,4.519,,
271,06.09.25 03:30:00 AM,348818,4.519,,
272,06.09.25 03:45:00 AM,348818,4.519,,
273,06.09.25 04:00:00 AM,348818,4.519,,
274,06.09.25 04:15:00 AM,348818,4.519,,
275,06.09.25 04:30:00 AM,348762,4.519,,
276,06.09.25 04:45:00 AM,348818,4.519,,
277,06.09.25 05:00:00 AM,348818,4.519,,
278,06.09.25 05:15:00 AM,348874,4.519,,
279,06.09.25 05:30:00 AM,348874,4.519,,
280,06.09.25 05:45:00 AM,348874,4.519,,
281,06.09.25 06:00:00 AM,348818,4.519,,
282,06.09.25 06:15:00 AM,349042,4.519,,
283,06.09.25 06:30:00 AM,348818,4.519,,
284,06.09.25 06:45:00 AM,348818,4.519,,
285,06.09.25 07:00:00 AM,348818,4.519,,
286,06.09.25 07:15:00 AM,348874,4.519,,
287,06.09.25 07:30:00 AM,348818,4.519,,
288,06.09.25 07:45:00 AM,348762,4.519,,
289,06.09.25 08:00:00 AM,348762,4.519,,
290,06.09.25 08:15:00 AM,348762,4.519,,
291,06.09.25 08:30:00 AM,348770,4.623,,
292,06.09.25 08:45:00 AM,348826,4.623,,
293,06.09.25 09:00:00 AM,348770,4.623,,
294,06.09.25 09:15:00 AM,348826,4.623,,
295,06.09.25 09:30:00 AM,348818,4.519,,
296,06.09.25 09:45:00 AM,348818,4.519,,
297,06.09.25 10:00:00 AM,348818,4.519,,
298,06.09.25 10:15:00 AM,348818,4.519,,
299,06.09.25 10:30:00 AM,348762,4.519,,
300,06.09.25 10:45:00 AM,348818,4.519,,
301,06.09.25 11:00:00 AM,348762,4.519,,
302,06.09.25 11:15:00 AM,348706,4.519,,
303,06.09.25 11:30:00 AM,348762,4.519,,
304,06.09.25 11:45:00 AM,348762,4.519,,
305,06.09.25 12:00:00 PM,348706,4.519,,
306,06.09.25 12:15:00 PM,348762,4.519,,
307,06.09.25 12:30:00 PM,348762,4.519,,
308,06.09.25 12:45:00 PM,348706,4.519,,
309,06.09.25 01:00:00 PM,348762,4.519,,
310,06.09.25 01:15:00 PM,348754,4.415,,
311,06.09.25 01:30:00 PM,348706,4.519,,
312,06.09.25 01:45:00 PM,348650,4.519,,
313,06.09.25 02:00:00 PM,348650,4.519,,
314,06.09.25 02:15:00 PM,348706,4.519,,
315,06.09.25 02:30:00 PM,348706,4.519,,
316,06.09.25 02:45:00 PM,348706,4.519,,
317,06.09.25 03:00:00 PM,348762,4.519,,
318,06.09.25 03:15:00 PM,348706,4.519,,
319,06.09.25 03:30:00 PM,348762,4.519,,
320,06.09.25 03:45:00 PM,348762,4.519,,
321,06.09.25 04:00:00 PM,348706,4.519,,
322,06.09.25 04:15:00 PM,348706,4.519,,
323,06.09.25 04:30:00 PM,348706,4.519,,
324,06.09.25 04:45:00 PM,348706,4.519,,
325,06.09.25 05:00:00 PM,348650,4.519,,
326,06.09.25 05:15:00 PM,348706,4.519,,
327,06.09.25 05:30:00 PM,348706,4.519,,
328,06.09.25 05:45:00 PM,348762,4.519,,
329,06.09.25 06:00:00 PM,348706,4.519,,
330,06.09.25 06:15:00 PM,348762,4.519,,
331,06.09.25 06:30:00 PM,348706,4.519,,
332,06.09.25 06:45:00 PM,348706,4.519,,
333,06.09.25 07:00:00 PM,348706,4.519,,
334,06.09.25 07:15:00 PM,348658,4.623,,
335,06.09.25 07:30:00 PM,348658,4.623,,
336,06.09.25 07:45:00 PM,348658,4.623,,
337,06.09.25 08:00:00 PM,348706,4.519,,
338,06.09.25 08:15:00 PM,348706,4.519,,
339,06.09.25 08:30:00 PM,348706,4.519,,
340,06.09.25 08:45:00 PM,348706,4.519,,
341,06.09.25 09:00:00 PM,348706,4.519,,
342,06.09.25 09:15:00 PM,348650,4.519,,
343,06.09.25 09:30:00 PM,348650,4.519,,
344,06.09.25 09:45:00 PM,348650,4.519,,
345,06.09.25 10:00:00 PM,348602,4.623,,
346,06.09.25 10:15:00 PM,348602,4.623,,
347,06.09.25 10:30:00 PM,348602,4.623,,
348,06.09.25 10:45:00 PM,348546,4.623,,
349,06.09.25 11:00:00 PM,348602,4.623,,
350,06.09.25 11:15:00 PM,348658,4.623,,
351,06.09.25 11:30:00 PM,348595,4.519,,
352,06.09.25 11:45:00 PM,348602,4.623,,
353,06.10.25 12:00:00 AM,348546,4.623,,
354,06.10.25 12:15:00 AM,348491,4.623,,
355,06.10.25 12:30:00 AM,348546,4.623,,
356,06.10.25 12:45:00 AM,348546,4.623,,
357,06.10.25 01:00:00 AM,348539,4.519,,
358,06.10.25 01:15:00 AM,348427,4.519,,
359,06.10.25 01:30:00 AM,348435,4.623,,
360,06.10.25 01:45:00 AM,348483,4.519,,
361,06.10.25 02:00:00 AM,348483,4.519,,
362,06.10.25 02:15:00 AM,348483,4.519,,
363,06.10.25 02:30:00 AM,348483,4.519,,
364,06.10.25 02:45:00 AM,348427,4.519,,
365,06.10.25 03:00:00 AM,348427,4.519,,
366,06.10.25 03:15:00 AM,348427,4.519,,
367,06.10.25 03:30:00 AM,348371,4.519,,
368,06.10.25 03:45:00 AM,348427,4.519,,
369,06.10.25 04:00:00 AM,348371,4.519,,
370,06.10.25 04:15:00 AM,348483,4.519,,
371,06.10.25 04:30:00 AM,348427,4.519,,
372,06.10.25 04:45:00 AM,348483,4.519,,
373,06.10.25 05:00:00 AM,348483,4.519,,
374,06.10.25 05:15:00 AM,348539,4.519,,
375,06.10.25 05:30:00 AM,348427,4.519,,
376,06.10.25 05:45:00 AM,348483,4.519,,
377,06.10.25 06:00:00 AM,348427,4.519,,
378,06.10.25 06:15:00 AM,348427,4.519,,
379,06.10.25 06:30:00 AM,348371,4.519,,
380,06.10.25 06:45:00 AM,348379,4.623,,
381,06.10.25 07:00:00 AM,348435,4.623,,
382,06.10.25 07:15:00 AM,348435,4.623,,
383,06.10.25 07:30:00 AM,348435,4.623,,
384,06.10.25 07:45:00 AM,348323,4.623,,
385,06.10.25 08:00:00 AM,348323,4.623,,
386,06.10.25 08:15:00 AM,348323,4.623,,
387,06.10.25 08:30:00 AM,348267,4.623,,
388,06.10.25 08:45:00 AM,348379,4.623,,
389,06.10.25 09:00:00 AM,348371,4.519,,
390,06.10.25 09:15:00 AM,348371,4.519,,
391,06.10.25 09:30:00 AM,348315,4.519,,
392,06.10.25 09:45:00 AM,348371,4.519,,
393,06.10.25 10:00:00 AM,348315,4.519,,
394,06.10.25 10:15:00 AM,348259,4.519,,
395,06.10.25 10:30:00 AM,348315,4.519,,
396,06.10.25 10:45:00 AM,348315,4.519,,
397,06.10.25 11:00:00 AM,348315,4.519,,
398,06.10.25 11:15:00 AM,348259,4.519,,
399,06.10.25 11:30:00 AM,348259,4.519,,
400,06.10.25 11:45:00 AM,348259,4.519,,
401,06.10.25 12:00:00 PM,348259,4.519,,
402,06.10.25 12:15:00 PM,348267,4.623,,
403,06.10.25 12:30:00 PM,348211,4.623,,
404,06.10.25 12:45:00 PM,348211,4.623,,
405,06.10.25 01:00:00 PM,348203,4.519,,
406,06.10.25 01:15:00 PM,348203,4.519,,
407,06.10.25 01:30:00 PM,348147,4.519,,
408,06.10.25 01:45:00 PM,348147,4.519,,
409,06.10.25 02:00:00 PM,348155,4.623,,
410,06.10.25 02:15:00 PM,348211,4.623,,
411,06.10.25 02:30:00 PM,348155,4.623,,
412,06.10.25 02:45:00 PM,348155,4.623,,
413,06.10.25 03:00:00 PM,348155,4.623,,
414,06.10.25 03:15:00 PM,348211,4.623,,
415,06.10.25 03:30:00 PM,348155,4.623,,
416,06.10.25 03:45:00 PM,348211,4.623,,
417,06.10.25 04:00:00 PM,348211,4.623,,
418,06.10.25 04:15:00 PM,348211,4.623,,
419,06.10.25 04:30:00 PM,348211,4.623,,
420,06.10.25 04:45:00 PM,348147,4.519,,
421,06.10.25 05:00:00 PM,348155,4.623,,
422,06.10.25 05:15:00 PM,348211,4.623,,
423,06.10.25 05:30:00 PM,348203,4.519,,
424,06.10.25 05:45:00 PM,348211,4.623,,
425,06.10.25 06:00:00 PM,348211,4.623,,
426,06.10.25 06:15:00 PM,348211,4.623,,
427,06.10.25 06:30:00 PM,348203,4.519,,
428,06.10.25 06:45:00 PM,348203,4.519,,
429,06.10.25 07:00:00 PM,348147,4.519,,
430,06.10.25 07:15:00 PM,348259,4.519,,
431,06.10.25 07:30:00 PM,348267,4.623,,
432,06.10.25 07:45:00 PM,348203,4.519,,
433,06.10.25 08:00:00 PM,348203,4.519,,
434,06.10.25 08:15:00 PM,348203,4.519,,
435,06.10.25 08:30:00 PM,348203,4.519,,
436,06.10.25 08:45:00 PM,348203,4.519,,
437,06.10.25 09:00:00 PM,348155,4.623,,
438,06.10.25 09:15:00 PM,348099,4.623,,
439,06.10.25 09:30:00 PM,348099,4.623,,
440,06.10.25 09:45:00 PM,348099,4.623,,
441,06.10.25 10:00:00 PM,348099,4.623,,
442,06.10.25 10:15:00 PM,348036,4.519,,
443,06.10.25 10:30:00 PM,348091,4.519,,
444,06.10.25 10:45:00 PM,348091,4.519,,
445,06.10.25 11:00:00 PM,348036,4.519,,
446,06.10.25 11:15:00 PM,348036,4.519,,
447,06.10.25 11:30:00 PM,348043,4.623,,
448,06.10.25 11:45:00 PM,348036,4.519,,
449,06.11.25 12:00:00 AM,347980,4.519,,
450,06.11.25 12:15:00 AM,347980,4.519,,
451,06.11.25 12:30:00 AM,348036,4.519,,
452,06.11.25 12:45:00 AM,348036,4.519,,
453,06.11.25 01:00:00 AM,347980,4.519,,
454,06.11.25 01:15:00 AM,347980,4.519,,
455,06.11.25 01:30:00 AM,347980,4.519,,
456,06.11.25 01:45:00 AM,347980,4.519,,
457,06.11.25 02:00:00 AM,347987,4.623,,
458,06.11.25 02:15:00 AM,347987,4.623,,
459,06.11.25 02:30:00 AM,347932,4.623,,
460,06.11.25 02:45:00 AM,347876,4.623,,
461,06.11.25 03:00:00 AM,347987,4.623,,
462,06.11.25 03:15:00 AM,347932,4.623,,
463,06.11.25 03:30:00 AM,347876,4.623,,
464,06.11.25 03:45:00 AM,347876,4.623,,
465,06.11.25 04:00:00 AM,347820,4.623,,
466,06.11.25 04:15:00 AM,347868,4.519,,
467,06.11.25 04:30:00 AM,347812,4.519,,
468,06.11.25 04:45:00 AM,347820,4.623,,
469,06.11.25 05:00:00 AM,347820,4.623,,
470,06.11.25 05:15:00 AM,347812,4.519,,
471,06.11.25 05:30:00 AM,347756,4.519,,
472,06.11.25 05:45:00 AM,347764,4.623,,
473,06.11.25 06:00:00 AM,347764,4.623,,
474,06.11.25 06:15:00 AM,347764,4.623,,
475,06.11.25 06:30:00 AM,347812,4.519,,
476,06.11.25 06:45:00 AM,347812,4.519,,
477,06.11.25 07:00:00 AM,347756,4.519,,
478,06.11.25 07:15:00 AM,347756,4.519,,
479,06.11.25 07:30:00 AM,347764,4.623,,
480,06.11.25 07:45:00 AM,347820,4.623,,
481,06.11.25 08:00:00 AM,347764,4.623,,
482,06.11.25 08:15:00 AM,347756,4.519,,
483,06.11.25 08:30:00 AM,347756,4.519,,
484,06.11.25 08:45:00 AM,347764,4.623,,
485,06.11.25 09:00:00 AM,347764,4.623,,
486,06.11.25 09:15:00 AM,347700,4.519,,
487,06.11.25 09:30:00 AM,347700,4.519,,
488,06.11.25 09:45:00 AM,347708,4.623,,
489,06.11.25 10:00:00 AM,347644,4.519,,
490,06.11.25 10:15:00 AM,347700,4.519,,
491,06.11.25 10:30:00 AM,347700,4.519,,
492,06.11.25 10:45:00 AM,347644,4.519,,
493,06.11.25 11:00:00 AM,347588,4.519,,
494,06.11.25 11:15:00 AM,347588,4.519,,
495,06.11.25 11:30:00 AM,347652,4.623,,
496,06.11.25 11:45:00 AM,347652,4.623,,
497,06.11.25 12:00:00 PM,347644,4.519,,
498,06.11.25 12:15:00 PM,347532,4.519,,
499,06.11.25 12:30:00 PM,347588,4.519,,
500,06.11.25 12:45:00 PM,347588,4.519,,
501,06.11.25 01:00:00 PM,347532,4.519,,
502,06.11.25 01:15:00 PM,347532,4.519,,
503,06.11.25 01:30:00 PM,347477,4.519,,
504,06.11.25 01:45:00 PM,347477,4.519,,
505,06.11.25 02:00:00 PM,347477,4.519,,
506,06.11.25 02:15:00 PM,347428,4.623,,
507,06.11.25 02:30:00 PM,347484,4.623,,
508,06.11.25 02:45:00 PM,347484,4.623,,
509,06.11.25 03:00:00 PM,347421,4.519,,
510,06.11.25 03:15:00 PM,347421,4.519,,
511,06.11.25 03:30:00 PM,347421,4.519,,
512,06.11.25 03:45:00 PM,347421,4.519,,
513,06.11.25 04:00:00 PM,347421,4.519,,
514,06.11.25 04:15:00 PM,347365,4.519,,
515,06.11.25 04:30:00 PM,347477,4.519,,
516,06.11.25 04:45:00 PM,347421,4.519,,
517,06.11.25 05:00:00 PM,347365,4.519,,
518,06.11.25 05:15:00 PM,347421,4.519,,
519,06.11.25 05:30:00 PM,347421,4.519,,
520,06.11.25 05:45:00 PM,347421,4.519,,
521,06.11.25 06:00:00 PM,347421,4.519,,
522,06.11.25 06:15:00 PM,347421,4.519,,
523,06.11.25 06:30:00 PM,347421,4.519,,
524,06.11.25 06:45:00 PM,347421,4.519,,
525,06.11.25 07:00:00 PM,347365,4.519,,
