"Titre de tracé : 20598413_A_14"
"#","Date Heure, GMT+00:00","Pres. abs., Pa (LGR S/N: 20598413, SEN S/N: 20598413, LBL: Pressure)","Temp., °C (LGR S/N: 20598413, SEN S/N: 20598413, LBL: Temperature)","Coupleur détaché (LGR S/N: 20598413)","Fin de fichier (LGR S/N: 20598413)"
98,06.07.25 08:15:00 AM,227436,6.573,,
99,06.07.25 08:30:00 AM,227431,6.471,,
100,06.07.25 08:45:00 AM,227425,6.370,,
101,06.07.25 09:00:00 AM,227390,6.877,,
102,06.07.25 09:15:00 AM,227390,6.877,,
103,06.07.25 09:30:00 AM,227452,6.877,,
104,06.07.25 09:45:00 AM,227447,6.775,,
105,06.07.25 10:00:00 AM,227562,6.573,,
106,06.07.25 10:15:00 AM,227384,6.775,,
107,06.07.25 10:30:00 AM,227504,6.674,,
108,06.07.25 10:45:00 AM,227562,6.573,,
109,06.07.25 11:00:00 AM,227630,6.674,,
110,06.07.25 11:15:00 AM,227624,6.573,,
111,06.07.25 11:30:00 AM,227488,6.370,,
112,06.07.25 11:45:00 AM,227510,6.775,,
113,06.07.25 12:00:00 PM,227578,6.877,,
114,06.07.25 12:15:00 PM,227630,6.674,,
115,06.07.25 12:30:00 PM,227630,6.674,,
116,06.07.25 12:45:00 PM,227583,6.978,,
117,06.07.25 01:00:00 PM,227510,6.775,,
118,06.07.25 01:15:00 PM,227567,6.674,,
119,06.07.25 01:30:00 PM,227499,6.573,,
120,06.07.25 01:45:00 PM,227540,6.166,,
121,06.07.25 02:00:00 PM,227482,6.268,,
122,06.07.25 02:15:00 PM,227493,6.471,,
123,06.07.25 02:30:00 PM,227504,6.674,,
124,06.07.25 02:45:00 PM,227499,6.573,,
125,06.07.25 03:00:00 PM,227499,6.573,,
126,06.07.25 03:15:00 PM,227556,6.471,,
127,06.07.25 03:30:00 PM,227556,6.471,,
128,06.07.25 03:45:00 PM,227488,6.370,,
129,06.07.25 04:00:00 PM,227442,6.674,,
130,06.07.25 04:15:00 PM,227556,6.471,,
131,06.07.25 04:30:00 PM,227488,6.370,,
132,06.07.25 04:45:00 PM,227504,6.674,,
133,06.07.25 05:00:00 PM,227504,6.674,,
134,06.07.25 05:15:00 PM,227556,6.471,,
135,06.07.25 05:30:00 PM,227551,6.370,,
136,06.07.25 05:45:00 PM,227562,6.573,,
137,06.07.25 06:00:00 PM,227562,6.573,,
138,06.07.25 06:15:00 PM,227567,6.674,,
139,06.07.25 06:30:00 PM,227562,6.573,,
140,06.07.25 06:45:00 PM,227556,6.471,,
141,06.07.25 07:00:00 PM,227551,6.370,,
142,06.07.25 07:15:00 PM,227545,6.268,,
143,06.07.25 07:30:00 PM,227477,6.166,,
144,06.07.25 07:45:00 PM,227545,6.268,,
145,06.07.25 08:00:00 PM,227493,6.471,,
146,06.07.25 08:15:00 PM,227619,6.471,,
147,06.07.25 08:30:00 PM,227510,6.775,,
148,06.07.25 08:45:00 PM,227504,6.674,,
149,06.07.25 09:00:00 PM,227573,6.775,,
150,06.07.25 09:15:00 PM,227493,6.471,,
151,06.07.25 09:30:00 PM,227493,6.471,,
152,06.07.25 09:45:00 PM,227567,6.674,,
153,06.07.25 10:00:00 PM,227744,6.471,,
154,06.07.25 10:15:00 PM,227556,6.471,,
155,06.07.25 10:30:00 PM,227682,6.471,,
156,06.07.25 10:45:00 PM,227687,6.573,,
157,06.07.25 11:00:00 PM,227573,6.775,,
158,06.07.25 11:15:00 PM,227635,6.775,,
159,06.07.25 11:30:00 PM,227624,6.573,,
160,06.07.25 11:45:00 PM,227373,6.573,,
161,06.08.25 12:00:00 AM,227305,6.471,,
162,06.08.25 12:15:00 AM,227613,6.370,,
163,06.08.25 12:30:00 AM,227551,6.370,,
164,06.08.25 12:45:00 AM,227807,6.471,,
165,06.08.25 01:00:00 AM,227499,6.573,,
166,06.08.25 01:15:00 AM,227521,6.978,,
167,06.08.25 01:30:00 AM,227709,6.978,,
168,06.08.25 01:45:00 AM,227641,6.877,,
169,06.08.25 02:00:00 AM,227755,6.674,,
170,06.08.25 02:15:00 AM,227630,6.674,,
171,06.08.25 02:30:00 AM,227813,6.573,,
172,06.08.25 02:45:00 AM,227693,6.674,,
173,06.08.25 03:00:00 AM,227750,6.573,,
174,06.08.25 03:15:00 AM,227938,6.573,,
175,06.08.25 03:30:00 AM,227818,6.674,,
176,06.08.25 03:45:00 AM,227755,6.674,,
177,06.08.25 04:00:00 AM,227624,6.573,,
178,06.08.25 04:15:00 AM,227876,6.573,,
179,06.08.25 04:30:00 AM,227870,6.471,,
180,06.08.25 04:45:00 AM,227802,6.370,,
181,06.08.25 05:00:00 AM,227807,6.471,,
182,06.08.25 05:15:00 AM,227865,6.370,,
183,06.08.25 05:30:00 AM,227619,6.471,,
184,06.08.25 05:45:00 AM,227813,6.573,,
185,06.08.25 06:00:00 AM,227876,6.573,,
186,06.08.25 06:15:00 AM,227881,6.674,,
187,06.08.25 06:30:00 AM,227813,6.573,,
188,06.08.25 06:45:00 AM,227818,6.674,,
189,06.08.25 07:00:00 AM,227938,6.573,,
190,06.08.25 07:15:00 AM,227933,6.471,,
191,06.08.25 07:30:00 AM,227818,6.674,,
192,06.08.25 07:45:00 AM,227944,6.674,,
193,06.08.25 08:00:00 AM,227944,6.674,,
194,06.08.25 08:15:00 AM,227949,6.775,,
195,06.08.25 08:30:00 AM,227955,6.877,,
196,06.08.25 08:45:00 AM,227955,6.877,,
197,06.08.25 09:00:00 AM,227944,6.674,,
198,06.08.25 09:15:00 AM,228001,6.573,,
199,06.08.25 09:30:00 AM,227949,6.775,,
200,06.08.25 09:45:00 AM,227955,6.877,,
201,06.08.25 10:00:00 AM,228012,6.775,,
202,06.08.25 10:15:00 AM,228069,6.674,,
203,06.08.25 10:30:00 AM,228075,6.775,,
204,06.08.25 10:45:00 AM,228007,6.674,,
205,06.08.25 11:00:00 AM,228064,6.573,,
206,06.08.25 11:15:00 AM,228058,6.471,,
207,06.08.25 11:30:00 AM,228053,6.370,,
208,06.08.25 11:45:00 AM,227990,6.370,,
209,06.08.25 12:00:00 PM,228047,6.268,,
210,06.08.25 12:15:00 PM,228058,6.471,,
211,06.08.25 12:30:00 PM,228058,6.471,,
212,06.08.25 12:45:00 PM,228007,6.674,,
213,06.08.25 01:00:00 PM,228012,6.775,,
214,06.08.25 01:15:00 PM,228075,6.775,,
215,06.08.25 01:30:00 PM,228080,6.877,,
216,06.08.25 01:45:00 PM,228012,6.775,,
217,06.08.25 02:00:00 PM,228069,6.674,,
218,06.08.25 02:15:00 PM,228086,6.978,,
219,06.08.25 02:30:00 PM,228086,6.978,,
220,06.08.25 02:45:00 PM,228064,6.573,,
221,06.08.25 03:00:00 PM,227990,6.370,,
222,06.08.25 03:15:00 PM,228047,6.268,,
223,06.08.25 03:30:00 PM,227985,6.268,,
224,06.08.25 03:45:00 PM,228047,6.268,,
225,06.08.25 04:00:00 PM,228036,6.064,,
226,06.08.25 04:15:00 PM,228036,6.064,,
227,06.08.25 04:30:00 PM,228099,6.064,,
228,06.08.25 04:45:00 PM,228094,5.962,,
229,06.08.25 05:00:00 PM,228094,5.962,,
230,06.08.25 05:15:00 PM,228167,6.166,,
231,06.08.25 05:30:00 PM,228116,6.370,,
232,06.08.25 05:45:00 PM,228127,6.573,,
233,06.08.25 06:00:00 PM,228138,6.775,,
234,06.08.25 06:15:00 PM,228148,6.978,,
235,06.08.25 06:30:00 PM,228138,6.775,,
236,06.08.25 06:45:00 PM,228143,6.877,,
237,06.08.25 07:00:00 PM,228206,6.877,,
238,06.08.25 07:15:00 PM,228211,6.978,,
239,06.08.25 07:30:00 PM,228159,7.179,,
240,06.08.25 07:45:00 PM,228170,7.381,,
241,06.08.25 08:00:00 PM,228143,6.877,,
242,06.08.25 08:15:00 PM,228138,6.775,,
243,06.08.25 08:30:00 PM,228184,6.471,,
244,06.08.25 08:45:00 PM,228178,6.370,,
245,06.08.25 09:00:00 PM,228178,6.370,,
246,06.08.25 09:15:00 PM,228178,6.370,,
247,06.08.25 09:30:00 PM,228184,6.471,,
248,06.08.25 09:45:00 PM,228189,6.573,,
249,06.08.25 10:00:00 PM,228069,6.674,,
250,06.08.25 10:15:00 PM,228132,6.674,,
251,06.08.25 10:30:00 PM,228200,6.775,,
252,06.08.25 10:45:00 PM,228132,6.674,,
253,06.08.25 11:00:00 PM,228127,6.573,,
254,06.08.25 11:15:00 PM,228184,6.471,,
255,06.08.25 11:30:00 PM,228064,6.573,,
256,06.08.25 11:45:00 PM,228121,6.471,,
257,06.09.25 12:00:00 AM,228138,6.775,,
258,06.09.25 12:15:00 AM,228127,6.573,,
259,06.09.25 12:30:00 AM,228121,6.471,,
260,06.09.25 12:45:00 AM,228184,6.471,,
261,06.09.25 01:00:00 AM,228127,6.573,,
262,06.09.25 01:15:00 AM,228184,6.471,,
263,06.09.25 01:30:00 AM,228189,6.573,,
264,06.09.25 01:45:00 AM,228184,6.471,,
265,06.09.25 02:00:00 AM,228116,6.370,,
266,06.09.25 02:15:00 AM,228121,6.471,,
267,06.09.25 02:30:00 AM,228069,6.674,,
268,06.09.25 02:45:00 AM,228138,6.775,,
269,06.09.25 03:00:00 AM,228200,6.775,,
270,06.09.25 03:15:00 AM,228200,6.775,,
271,06.09.25 03:30:00 AM,228075,6.775,,
272,06.09.25 03:45:00 AM,228206,6.877,,
273,06.09.25 04:00:00 AM,228206,6.877,,
274,06.09.25 04:15:00 AM,228200,6.775,,
275,06.09.25 04:30:00 AM,228263,6.775,,
276,06.09.25 04:45:00 AM,228200,6.775,,
277,06.09.25 05:00:00 AM,228200,6.775,,
278,06.09.25 05:15:00 AM,228195,6.674,,
279,06.09.25 05:30:00 AM,228195,6.674,,
280,06.09.25 05:45:00 AM,228178,6.370,,
281,06.09.25 06:00:00 AM,228173,6.268,,
282,06.09.25 06:15:00 AM,227682,6.471,,
283,06.09.25 06:30:00 AM,228178,6.370,,
284,06.09.25 06:45:00 AM,228173,6.268,,
285,06.09.25 07:00:00 AM,228167,6.166,,
286,06.09.25 07:15:00 AM,228173,6.268,,
287,06.09.25 07:30:00 AM,228189,6.573,,
288,06.09.25 07:45:00 AM,228121,6.471,,
289,06.09.25 08:00:00 AM,228184,6.471,,
290,06.09.25 08:15:00 AM,228132,6.674,,
291,06.09.25 08:30:00 AM,228195,6.674,,
292,06.09.25 08:45:00 AM,228195,6.674,,
293,06.09.25 09:00:00 AM,228200,6.775,,
294,06.09.25 09:15:00 AM,228206,6.877,,
295,06.09.25 09:30:00 AM,228206,6.877,,
296,06.09.25 09:45:00 AM,228143,6.877,,
297,06.09.25 10:00:00 AM,228143,6.877,,
298,06.09.25 10:15:00 AM,228143,6.877,,
299,06.09.25 10:30:00 AM,228143,6.877,,
300,06.09.25 10:45:00 AM,228138,6.775,,
301,06.09.25 11:00:00 AM,228138,6.775,,
302,06.09.25 11:15:00 AM,228189,6.573,,
303,06.09.25 11:30:00 AM,228184,6.471,,
304,06.09.25 11:45:00 AM,228132,6.674,,
305,06.09.25 12:00:00 PM,228127,6.573,,
306,06.09.25 12:15:00 PM,228189,6.573,,
307,06.09.25 12:30:00 PM,228189,6.573,,
308,06.09.25 12:45:00 PM,228252,6.573,,
309,06.09.25 01:00:00 PM,228189,6.573,,
310,06.09.25 01:15:00 PM,228195,6.674,,
311,06.09.25 01:30:00 PM,228138,6.775,,
312,06.09.25 01:45:00 PM,228200,6.775,,
313,06.09.25 02:00:00 PM,228195,6.674,,
314,06.09.25 02:15:00 PM,228138,6.775,,
315,06.09.25 02:30:00 PM,228138,6.775,,
316,06.09.25 02:45:00 PM,228138,6.775,,
317,06.09.25 03:00:00 PM,228195,6.674,,
318,06.09.25 03:15:00 PM,228132,6.674,,
319,06.09.25 03:30:00 PM,228195,6.674,,
320,06.09.25 03:45:00 PM,228258,6.674,,
321,06.09.25 04:00:00 PM,228258,6.674,,
322,06.09.25 04:15:00 PM,228200,6.775,,
323,06.09.25 04:30:00 PM,228200,6.775,,
324,06.09.25 04:45:00 PM,228263,6.775,,
325,06.09.25 05:00:00 PM,228200,6.775,,
326,06.09.25 05:15:00 PM,228263,6.775,,
327,06.09.25 05:30:00 PM,228269,6.877,,
328,06.09.25 05:45:00 PM,228269,6.877,,
329,06.09.25 06:00:00 PM,228263,6.775,,
330,06.09.25 06:15:00 PM,228252,6.573,,
331,06.09.25 06:30:00 PM,228195,6.674,,
332,06.09.25 06:45:00 PM,228195,6.674,,
333,06.09.25 07:00:00 PM,228263,6.775,,
334,06.09.25 07:15:00 PM,228263,6.775,,
335,06.09.25 07:30:00 PM,228252,6.573,,
336,06.09.25 07:45:00 PM,228189,6.573,,
337,06.09.25 08:00:00 PM,228252,6.573,,
338,06.09.25 08:15:00 PM,228252,6.573,,
339,06.09.25 08:30:00 PM,228252,6.573,,
340,06.09.25 08:45:00 PM,228252,6.573,,
341,06.09.25 09:00:00 PM,228189,6.573,,
342,06.09.25 09:15:00 PM,228247,6.471,,
343,06.09.25 09:30:00 PM,228184,6.471,,
344,06.09.25 09:45:00 PM,228184,6.471,,
345,06.09.25 10:00:00 PM,228189,6.573,,
346,06.09.25 10:15:00 PM,228127,6.573,,
347,06.09.25 10:30:00 PM,228189,6.573,,
348,06.09.25 10:45:00 PM,228189,6.573,,
349,06.09.25 11:00:00 PM,228189,6.573,,
350,06.09.25 11:15:00 PM,228189,6.573,,
351,06.09.25 11:30:00 PM,228189,6.573,,
352,06.09.25 11:45:00 PM,228189,6.573,,
353,06.10.25 12:00:00 AM,228189,6.573,,
354,06.10.25 12:15:00 AM,228132,6.674,,
355,06.10.25 12:30:00 AM,228138,6.775,,
356,06.10.25 12:45:00 AM,228138,6.775,,
357,06.10.25 01:00:00 AM,228075,6.775,,
358,06.10.25 01:15:00 AM,228075,6.775,,
359,06.10.25 01:30:00 AM,228138,6.775,,
360,06.10.25 01:45:00 AM,228138,6.775,,
361,06.10.25 02:00:00 AM,228200,6.775,,
362,06.10.25 02:15:00 AM,228143,6.877,,
363,06.10.25 02:30:00 AM,228138,6.775,,
364,06.10.25 02:45:00 AM,228195,6.674,,
365,06.10.25 03:00:00 AM,228127,6.573,,
366,06.10.25 03:15:00 AM,228178,6.370,,
367,06.10.25 03:30:00 AM,228173,6.268,,
368,06.10.25 03:45:00 AM,228184,6.471,,
369,06.10.25 04:00:00 AM,228121,6.471,,
370,06.10.25 04:15:00 AM,228064,6.573,,
371,06.10.25 04:30:00 AM,228195,6.674,,
372,06.10.25 04:45:00 AM,228127,6.573,,
373,06.10.25 05:00:00 AM,228132,6.674,,
374,06.10.25 05:15:00 AM,228127,6.573,,
375,06.10.25 05:30:00 AM,228132,6.674,,
376,06.10.25 05:45:00 AM,228132,6.674,,
377,06.10.25 06:00:00 AM,228132,6.674,,
378,06.10.25 06:15:00 AM,228064,6.573,,
379,06.10.25 06:30:00 AM,228127,6.573,,
380,06.10.25 06:45:00 AM,228184,6.471,,
381,06.10.25 07:00:00 AM,228058,6.471,,
382,06.10.25 07:15:00 AM,228064,6.573,,
383,06.10.25 07:30:00 AM,228069,6.674,,
384,06.10.25 07:45:00 AM,228069,6.674,,
385,06.10.25 08:00:00 AM,228069,6.674,,
386,06.10.25 08:15:00 AM,228127,6.573,,
387,06.10.25 08:30:00 AM,228069,6.674,,
388,06.10.25 08:45:00 AM,228069,6.674,,
389,06.10.25 09:00:00 AM,228069,6.674,,
390,06.10.25 09:15:00 AM,228132,6.674,,
391,06.10.25 09:30:00 AM,228075,6.775,,
392,06.10.25 09:45:00 AM,228138,6.775,,
393,06.10.25 10:00:00 AM,228007,6.674,,
394,06.10.25 10:15:00 AM,228075,6.775,,
395,06.10.25 10:30:00 AM,228075,6.775,,
396,06.10.25 10:45:00 AM,228012,6.775,,
397,06.10.25 11:00:00 AM,228012,6.775,,
398,06.10.25 11:15:00 AM,228075,6.775,,
399,06.10.25 11:30:00 AM,228017,6.877,,
400,06.10.25 11:45:00 AM,228080,6.877,,
401,06.10.25 12:00:00 PM,228017,6.877,,
402,06.10.25 12:15:00 PM,228017,6.877,,
403,06.10.25 12:30:00 PM,228017,6.877,,
404,06.10.25 12:45:00 PM,227949,6.775,,
405,06.10.25 01:00:00 PM,228069,6.674,,
406,06.10.25 01:15:00 PM,228007,6.674,,
407,06.10.25 01:30:00 PM,228007,6.674,,
408,06.10.25 01:45:00 PM,228075,6.775,,
409,06.10.25 02:00:00 PM,228012,6.775,,
410,06.10.25 02:15:00 PM,228017,6.877,,
411,06.10.25 02:30:00 PM,228075,6.775,,
412,06.10.25 02:45:00 PM,228069,6.674,,
413,06.10.25 03:00:00 PM,228001,6.573,,
414,06.10.25 03:15:00 PM,228001,6.573,,
415,06.10.25 03:30:00 PM,228069,6.674,,
416,06.10.25 03:45:00 PM,228069,6.674,,
417,06.10.25 04:00:00 PM,228075,6.775,,
418,06.10.25 04:15:00 PM,228132,6.674,,
419,06.10.25 04:30:00 PM,228069,6.674,,
420,06.10.25 04:45:00 PM,228132,6.674,,
421,06.10.25 05:00:00 PM,228064,6.573,,
422,06.10.25 05:15:00 PM,228058,6.471,,
423,06.10.25 05:30:00 PM,228058,6.471,,
424,06.10.25 05:45:00 PM,228121,6.471,,
425,06.10.25 06:00:00 PM,228127,6.573,,
426,06.10.25 06:15:00 PM,228069,6.674,,
427,06.10.25 06:30:00 PM,228132,6.674,,
428,06.10.25 06:45:00 PM,228127,6.573,,
429,06.10.25 07:00:00 PM,228189,6.573,,
430,06.10.25 07:15:00 PM,228184,6.471,,
431,06.10.25 07:30:00 PM,228189,6.573,,
432,06.10.25 07:45:00 PM,228127,6.573,,
433,06.10.25 08:00:00 PM,228252,6.573,,
434,06.10.25 08:15:00 PM,228189,6.573,,
435,06.10.25 08:30:00 PM,228184,6.471,,
436,06.10.25 08:45:00 PM,228121,6.471,,
437,06.10.25 09:00:00 PM,228127,6.573,,
438,06.10.25 09:15:00 PM,228127,6.573,,
439,06.10.25 09:30:00 PM,228132,6.674,,
440,06.10.25 09:45:00 PM,228132,6.674,,
441,06.10.25 10:00:00 PM,228132,6.674,,
442,06.10.25 10:15:00 PM,228069,6.674,,
443,06.10.25 10:30:00 PM,228075,6.775,,
444,06.10.25 10:45:00 PM,228132,6.674,,
445,06.10.25 11:00:00 PM,228132,6.674,,
446,06.10.25 11:15:00 PM,228075,6.775,,
447,06.10.25 11:30:00 PM,228075,6.775,,
448,06.10.25 11:45:00 PM,228017,6.877,,
449,06.11.25 12:00:00 AM,228086,6.978,,
450,06.11.25 12:15:00 AM,228012,6.775,,
451,06.11.25 12:30:00 AM,228069,6.674,,
452,06.11.25 12:45:00 AM,228012,6.775,,
453,06.11.25 01:00:00 AM,228069,6.674,,
454,06.11.25 01:15:00 AM,228064,6.573,,
455,06.11.25 01:30:00 AM,228001,6.573,,
456,06.11.25 01:45:00 AM,227938,6.573,,
457,06.11.25 02:00:00 AM,228001,6.573,,
458,06.11.25 02:15:00 AM,228007,6.674,,
459,06.11.25 02:30:00 AM,228001,6.573,,
460,06.11.25 02:45:00 AM,228007,6.674,,
461,06.11.25 03:00:00 AM,228007,6.674,,
462,06.11.25 03:15:00 AM,228001,6.573,,
463,06.11.25 03:30:00 AM,228001,6.573,,
464,06.11.25 03:45:00 AM,228007,6.674,,
465,06.11.25 04:00:00 AM,227944,6.674,,
466,06.11.25 04:15:00 AM,228001,6.573,,
467,06.11.25 04:30:00 AM,227944,6.674,,
468,06.11.25 04:45:00 AM,227949,6.775,,
469,06.11.25 05:00:00 AM,227886,6.775,,
470,06.11.25 05:15:00 AM,227955,6.877,,
471,06.11.25 05:30:00 AM,227949,6.775,,
472,06.11.25 05:45:00 AM,227949,6.775,,
473,06.11.25 06:00:00 AM,228012,6.775,,
474,06.11.25 06:15:00 AM,228069,6.674,,
475,06.11.25 06:30:00 AM,228007,6.674,,
476,06.11.25 06:45:00 AM,227944,6.674,,
477,06.11.25 07:00:00 AM,228012,6.775,,
478,06.11.25 07:15:00 AM,227955,6.877,,
479,06.11.25 07:30:00 AM,228017,6.877,,
480,06.11.25 07:45:00 AM,228017,6.877,,
481,06.11.25 08:00:00 AM,227955,6.877,,
482,06.11.25 08:15:00 AM,228017,6.877,,
483,06.11.25 08:30:00 AM,228017,6.877,,
484,06.11.25 08:45:00 AM,228007,6.674,,
485,06.11.25 09:00:00 AM,228007,6.674,,
486,06.11.25 09:15:00 AM,227944,6.674,,
487,06.11.25 09:30:00 AM,227938,6.573,,
488,06.11.25 09:45:00 AM,228001,6.573,,
489,06.11.25 10:00:00 AM,227933,6.471,,
490,06.11.25 10:15:00 AM,227996,6.471,,
491,06.11.25 10:30:00 AM,227933,6.471,,
492,06.11.25 10:45:00 AM,227876,6.573,,
493,06.11.25 11:00:00 AM,227881,6.674,,
494,06.11.25 11:15:00 AM,227886,6.775,,
495,06.11.25 11:30:00 AM,227949,6.775,,
496,06.11.25 11:45:00 AM,227886,6.775,,
497,06.11.25 12:00:00 PM,227949,6.775,,
498,06.11.25 12:15:00 PM,227886,6.775,,
499,06.11.25 12:30:00 PM,227886,6.775,,
500,06.11.25 12:45:00 PM,227886,6.775,,
501,06.11.25 01:00:00 PM,227886,6.775,,
502,06.11.25 01:15:00 PM,227818,6.674,,
503,06.11.25 01:30:00 PM,227886,6.775,,
504,06.11.25 01:45:00 PM,227824,6.775,,
505,06.11.25 02:00:00 PM,227818,6.674,,
506,06.11.25 02:15:00 PM,227881,6.674,,
507,06.11.25 02:30:00 PM,227818,6.674,,
508,06.11.25 02:45:00 PM,227818,6.674,,
509,06.11.25 03:00:00 PM,227824,6.775,,
510,06.11.25 03:15:00 PM,227761,6.775,,
511,06.11.25 03:30:00 PM,227818,6.674,,
512,06.11.25 03:45:00 PM,227813,6.573,,
513,06.11.25 04:00:00 PM,227876,6.573,,
514,06.11.25 04:15:00 PM,227876,6.573,,
515,06.11.25 04:30:00 PM,227813,6.573,,
516,06.11.25 04:45:00 PM,227818,6.674,,
517,06.11.25 05:00:00 PM,227881,6.674,,
518,06.11.25 05:15:00 PM,227818,6.674,,
519,06.11.25 05:30:00 PM,227881,6.674,,
520,06.11.25 05:45:00 PM,227824,6.775,,
521,06.11.25 06:00:00 PM,227881,6.674,,
522,06.11.25 06:15:00 PM,227881,6.674,,
523,06.11.25 06:30:00 PM,227944,6.674,,
524,06.11.25 06:45:00 PM,227881,6.674,,
525,06.11.25 07:00:00 PM,227881,6.674,,
